6 	1426	186	48	48	1	127008

6 	1452	234	48	48	1	127007

6 	1475	234	48	48	1	127003
6 	1475	210	48	48	1	127004
6 	1476	186	48	48	1	127007

6 	1499	234	48	48	1	127006
6 	1499	210	48	48	1	127002
6 	1498	186	48	48	1	127008

6 	1523	234	48	48	1	127005
6 	1522	210	48	48	1	127008


#background_Small_Bush
6 	256	258	48	48	1	127001
6 	280	258	48	48	1	127001
6 	304	258	48	48	1	127001

6 	1039	234	48	48	1	127001
6 	1063	234	48	48	1	127001
6 	1087	234	48	48	1	127001
6 	1111	234	48	48	1	127001
6 	1135	234	48	48	1	127001
6 	1159	234	48	48	1	127001
6 	1606	234	48	48	1	127001
6 	1630	234	48	48	1	127001

#background_Cloud
#cloud1
6 	200	61	48	48	1	127100

6 	216	56	48	48	1	127101
6 	240	56	48	48	1	127101

6 	256	60	48	48	1	127102
6 	200	70	48	48	1	127103

6 	216	72	48	48	1	127104
6	240	72	48	48	1	127104

6 	256	70	48	48	1	127105
#cloud2:
6 	512	34	48	48	1	127100
6 	528	29	48	48	1	127101
6 	544	34	48	48	1	127102

6 	512	43	48	48	1	127103
6 	528	45	48	48	1	127104
6 	544	43	48	48	1	127105

#cloud3:
6 	1003	70	48	48	1	127100
6 	1019	65	48	48	1	127101
6 	1035	70	48	48	1	127102

6 	1003	79	48	48	1	127103
6 	1019	81	48	48	1	127104
6 	1035	79	48	48	1	127105

#cloud 4:
6 	1123	118	48	48	1	127100
6 	1139	113	48	48	1	127101
6 	1163	113	48	48	1	127101
6 	1187	113	48	48	1	127101
6 	1203	118	48	48	1	127102

6 	1123	126	48	48	1	127103
6 	1139	129	48	48	1	127104
6 	1163	129	48	48	1	127104
6 	1187	129	48	48	1	127104
6 	1203	126	48	48	1	127105
#background_colorbox
# colorbox 1

6 	376	210	25	25	1	161001
6 	400	210	25	25	1	161002
6 	424	210	25	25	1	161003

6 	376	258	48	48	1	161007
6 	400	258	48	48	1	161008
6 	424	258	48	48	1	161009

6 	376	234	48	48	1	161004
6 	400	234	48	48	1	161005
6 	424	234	48	48	1	161006
7 	400	207	72

# colorbox 2
6 	424	186	48	48	1	162004
6 	424	162	25	25	1	162001

6 	448	258	48	48	1	162008
6 	448	234	48	48	1	162005
6 	448	210	48	48	1	162005
6 	448	186	48	48	1	162005
6 	448	162	25	25	1	162002

6 	472	258	48	48	1	162009
6 	472	234	48	48	1	162006
6 	472	210	48	48	1	162006
6 	472	186	48	48	1	162006
6 	472	162	25	25	1	162003

7 	448	159	72

#colorbox 3
6 	626	258	48	48	1	163007
6 	626	234	48	48	1	163004
6 	626	210	25	25	1	163001

6 	650	258	48	48	1	163008
6 	650	234	48	48	1	163005
6 	650	210	25	25	1	163002

6 	674	258	48	48	1	163008
6 	674	234	48	48	1	163005
6 	674	210	25	25	1	163002

6 	698	258	48	48	1	163008
6 	698	234	48	48	1	163005
6 	698	210	25	25	1	163002

6 	722	258	48	48	1	163009
6 	722	234	48	48	1	163006
6 	722	210	25	25	1	163003

7	674	207	120

#colorbox 4
6 	722	186	24	24	1	161004
6 	722	162	25	25	1	161001

6 	746	258	24	24	1	161008
6 	746	234	24	24	1	161005
6 	746	210	24	24	1	161005
6 	746	186	24	24	1	161005
6 	746	162	25	25	1	161002

6 	770	258	24	24	1	161008
6 	770	234	24	24	1	161005
6 	770	210	24	24	1	161005
6 	770	186	24	24	1	161005
6 	770	162	25	25	1	161002

6 	794	210	24	24	1	161006
6 	794	186	24	24	1	161006
6 	794	162	25	25	1	161003

7	765	159	100

#colorbox 5
6 	794	258	24	24	1	163007
6 	794	234	25	25	1	163001

6 	818	258	24	24	1	163008
6 	818	234	25	25	1	163002

6 	842	258	24	24	1	163008
6 	842	234	25	25	1	163002

6 	866	258	24	24	1	163008
6 	866	234	25	25	1	163002

6 	890	258	24	24	1	163008
6 	890	234	25	25	1	163002

6 	914	258	24	24	1	163009
6 	914	234	25	25	1	163003

7	834	111	86

#colorbox 6
6 	794	138	24	24	1	164004
6 	794	114	25	25	1	164001

6 	818	210	24	24	1	164005
6 	818	186	24	24	1	164005
6 	818	162	24	24	1	164005
6 	818	138	24	24	1	164005
6 	818	114	25	25	1	164002


6 	842	210	24	24	1	164005
6 	842	186	24	24	1	164005
6 	842	162	24	24	1	164005
6 	842	138	24	24	1	164005
6 	842	114	25	25	1	164002

6 	866	210	24	24	1	164006
6 	866	186	24	24	1	164006
6 	866	162	24	24	1	164006
6 	866	138	24	24	1	164006

6 	866	114	25	25	1	164003

7	852	231	142

# MARIO
0	626	220

#QuestionBlock
9 	279	172	1
9 	302	172	1
9 	351	102	2
9 	375	102	1
9 	650	138	1
9 	1015	234	1
9 	1087	186	1


#pipe
12	560	222
8 	560	210	48	24	3	13100	13200

#Goomba
2	398	210
2	960	234

11	794	186
#Platform
5 	12	282	24	24	40	91000	92000	93000
5 	962	258	24	24	30	91000	92000	93000

5 	962	282	24	24	30	94000	95000	96000


